PC1,PC2,ID,Label
-0.10763416283254061,0.04792466729572066,1,sport
-0.07837610049462329,-0.00209311776135504,2,sport
-0.04447668051488873,-0.07094349882388165,3,sport
-0.09644105484130805,-0.026329378920380495,4,sport
-0.11689752136661796,0.0394618310719619,5,sport
-0.05742411783743981,-0.032161169431437445,6,sport
-0.07988150940024859,0.03496925223126623,7,sport
-0.06458364902951244,0.021397138603789476,8,sport
-0.07579203915817471,0.00447286367249105,9,sport
-0.07709117149621406,0.005939061712546782,10,sport
-0.04402350359442331,-0.027123233241399546,11,sport
-0.0729753418783035,0.05464993723827535,12,sport
-0.21706474760769753,0.1943288393066671,13,sport
-0.08947132233282167,0.0417731427645221,14,sport
-0.0730302138772024,0.04144436177730672,15,sport
-0.0679969167743781,0.018130683364253376,16,sport
-0.11039321010920043,0.03200134686381879,17,sport
-0.12342082060687579,0.06721019414716181,18,sport
-0.09775548148505403,0.02079016549193811,19,sport
-0.09767471577593302,0.048418250596196935,20,sport
-0.08729695525658583,0.041438385431407196,21,sport
-0.11910606844999931,0.05392922841924896,22,sport
-0.17253429371142237,0.1500227747925357,23,sport
-0.12468220323912368,0.11410229299269747,24,sport
-0.09685588218471042,0.04866025475702029,25,sport
-0.11352808953430103,0.058766912213882645,26,sport
-0.07592641140428642,0.024924679517090285,27,sport
-0.11614633075117087,0.08749277969774667,28,sport
-0.11661731670718183,0.09942626205707467,29,sport
-0.13855058331616202,0.06897575536421562,30,sport
-0.1218639989663702,0.09772131283128407,31,sport
-0.07839516467374529,0.043558913066994345,32,sport
-0.08164451027052125,-0.0030699864428273688,33,sport
-0.06373175945803311,0.03544393986732358,34,sport
-0.12625647083687588,0.074843487021396,35,sport
-0.10513089840574494,0.058126883525116496,36,sport
-0.12648678077865158,0.08390475304278719,37,sport
-0.12767292118277457,0.11291308037814081,38,sport
-0.10101463061340321,0.034086694431547535,39,sport
-0.09271103970103338,0.05796280585303901,40,sport
-0.11799570210252928,0.05171561948334739,41,sport
-0.127447222981837,0.06873244973588856,42,sport
-0.16968903365746701,0.20090631933534056,43,sport
-0.14712395105084172,0.14083544264806513,44,sport
-0.13645190479251815,0.15732643389337564,45,sport
-0.13499411113471313,0.14637093646427277,46,sport
-0.18371223805016834,0.16357431878793868,47,sport
-0.1918577638357186,0.2130729033198384,48,sport
-0.11448702279817065,0.10626578225940067,49,sport
-0.15356080698892596,0.18490024683083042,50,sport
-0.18133619416804125,0.18968607802512738,51,sport
-0.13382252260790742,0.13813065444432013,52,sport
-0.15993439042319554,0.1549513145462853,53,sport
-0.16946467418474118,0.2149722996123921,54,sport
-0.1749461368949933,0.16052552096439773,55,sport
-0.15983324221564457,0.14300591466795978,56,sport
-0.15054331776507116,0.135855938050904,57,sport
-0.18270713355227808,0.22572870580174723,58,sport
-0.17010284041600188,0.19528344362563171,59,sport
-0.2011335027961418,0.22870962523590993,60,sport
-0.19402881958228455,0.2027766303619594,61,sport
-0.14225924829382672,0.14966889137428852,62,sport
-0.1669433068579583,0.19147573096779477,63,sport
-0.1715475802015984,0.18511861743393918,64,sport
-0.12954576010015675,0.1329690248337581,65,sport
-0.16411892697527228,0.2098668031315,66,sport
-0.17062567938720333,0.17918650746769055,67,sport
-0.159122399534956,0.14806090696146465,68,sport
-0.1589606429788104,0.1597860907750969,69,sport
-0.11583024024507182,0.1056678286403614,70,sport
-0.161147329556957,0.12986003467847204,71,sport
-0.0959085462298421,0.05221413520519917,72,sport
-0.16466679158722763,0.14223226012853135,73,sport
-0.09523882021924424,0.06845104262524293,74,sport
-0.056334854894683664,-0.004636454868532199,75,sport
-0.15347633110777195,0.15364041971969644,76,sport
-0.15250109910766968,0.16131493328114277,77,sport
-0.08733653661725053,0.12845416570449697,78,sport
-0.08569052927408928,0.034034589794428,79,sport
-0.0978154934933422,0.10281250034257279,80,sport
-0.11837490741060949,0.06593517137104372,81,sport
-0.16703281489491054,0.1269791930608047,82,sport
-0.15685485392227497,0.15239453732087796,83,sport
-0.15331386174399494,0.15344540975627888,84,sport
-0.18546015442487573,0.1891651258802418,85,sport
-0.18648701078487562,0.1793435590952139,86,sport
-0.08550596326956217,0.0015418922890716783,87,sport
-0.0807244914938761,0.01189434104740622,88,sport
-0.15615037903666482,0.12139141144884374,89,sport
-0.12428224581943888,0.09616708482224062,90,sport
-0.1187735725695766,0.10093327112282781,91,sport
-0.08304407513953958,0.0457549867316128,92,sport
-0.029642901154894142,-0.034468406902206296,93,sport
-0.015957080979796593,-0.06563469420444705,94,sport
-0.04351325011755413,-0.052509651462322435,95,sport
-0.022795680668967,-0.04021306465631319,96,sport
-0.007807789626110104,-0.09047238890680741,97,sport
-0.03426012812254888,-0.12486331688656797,98,sport
-0.02569532280550142,-0.05384772549655744,99,sport
-0.020857193382244225,-0.13038490948700113,100,sport
0.4123606693665338,0.06323382098383891,101,finance
-0.019203134458091894,-0.06995207113033225,102,finance
0.38255625094949247,0.1625654492308697,103,finance
0.48752902760129935,0.15014686756095097,104,finance
-0.02055493816112377,-0.35290958879252005,105,finance
0.16673435940332018,-0.09377390670047112,106,finance
0.46528590777642553,0.15735114238232106,107,finance
0.6160592765108677,0.2500604928091686,108,finance
0.022670488610734577,-0.028628353741195583,109,finance
-0.005730682493956691,-0.3765350717757913,110,finance
0.5065273485535955,0.20070181554535912,111,finance
0.016716319489621174,-0.11472906345224873,112,finance
0.41366407821267986,0.19929497128678855,113,finance
0.37518893021108407,0.17089894926070412,114,finance
0.029766320906442177,-0.15863147024056157,115,finance
0.4452485954208837,0.16078554355935878,116,finance
0.32126139825980826,0.1774976751872763,117,finance
0.30936228078270217,-0.05935234095426105,118,finance
-0.004743396188815608,-0.36147041653314194,119,finance
0.3916322676417391,0.22595555479010704,120,finance
0.2196888797854389,-0.0065353768268036,121,finance
0.07944521848854579,-0.05550526807024188,122,finance
0.0098380579070215,-0.08569091256960079,123,finance
0.4724912794294559,0.1836344941060699,124,finance
0.4626165953288606,0.240542700984422,125,finance
0.3610703017319183,0.1210536503834232,126,finance
0.013410193546403985,-0.2130990856126106,127,finance
-0.02698242148970712,-0.05405889869531642,128,finance
0.3202371030994992,-0.08008207564705624,129,finance
-0.0037343102399624056,-0.1715070975348386,130,finance
0.4317570244827859,0.13431010127600523,131,finance
0.2810139429691802,0.02054534860114207,132,finance
0.5287678774587394,0.1951845058160821,133,finance
-0.009580995151372415,-0.3814296667078566,134,finance
0.38501682623481703,0.2341495364940879,135,finance
0.3432761218130006,-0.027316588374528984,136,finance
0.01928384516806868,-0.2082730137920614,137,finance
0.01036422121789977,-0.11802127137111315,138,finance
0.3186369566283342,0.07134491424626878,139,finance
0.040489604185821634,-0.11628404704743835,140,finance
-0.02126389811665185,-0.3570074628388299,141,finance
-0.00543058064033859,-0.10263846053644014,142,finance
-0.0004469961188755963,-0.093443392426447,143,finance
0.22130945121192266,0.009185678944366185,144,finance
